/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_43_368.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_43_368.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_43_368.jpg, 0, 0.01094306, 0, 0.7459447
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_43_499.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_43_499.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_43_499.jpg, 0, 0.01094306, 0, 0.7730144
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_43_600.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_43_600.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_43_600.jpg, 0, 0.01094306, 0, 0.7584
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_43_723.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_43_723.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_43_723.jpg, 0, 0.01094306, 0, 0.7583163
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_055.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_055.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_055.jpg, 0, 0.01094306, 0, 0.7683861
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_208.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_208.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_208.jpg, 0, 0.01094306, 0, 0.8121542
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_319.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_319.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_319.jpg, 0, 0.01094306, 0, 0.771444
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_426.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_426.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_426.jpg, 0, 0.01094306, 0, 0.7790531
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_535.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_535.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_535.jpg, 0, 0.01094306, 0, 0.7859715
/home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/center_2017_02_13_01_22_44_643.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/left_2017_02_13_01_22_44_643.jpg, /home/max/Development/CarND-Behavioral-Cloning-P3/curve_driving/IMG/right_2017_02_13_01_22_44_643.jpg, 0, 0.01094306, 0, 0.7553722
